Title,Image,ugccard__wrap__2dpy7_URL,User_URL,User,Mark,Keywords
[GTM156] Sniffer821 Parkour Final,https://prod.cloud.rockstargames.com/ugc/gta5mission/8828/8-FtZrYF0k2P_e9igerAdg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/8-FtZrYF0k2P_e9igerAdg,https://socialclub.rockstargames.com/member/sniffer821/jobs?title=gtav&platform=pc,Sniffer821,"Parkour with @Entity3 @10FWB @Freecrawler --- Guys, after +156 created activities I'm saying goodbye as a PC activity creator --- Thx all for playing my activities more than +680,0...","#mod
#sky
#fun
#creator
#carkour
#danirep
#porkmodz
#sniffer
#semaine"
Freecrawler race Klopek,https://prod.cloud.rockstargames.com/ugc/gta5mission/1304/nuKduoiuBEag20F44Fb7jg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/nuKduoiuBEag20F44Fb7jg,https://socialclub.rockstargames.com/member/kapy24/jobs?title=gtav&platform=pc,Kapy24,Freecrawler race by Klopek.      Check pomeranian.baron on instagram!,"#friends
#city
#race
#map
#maps
#wyscig
#wyścig
#townrace
#
freecrawler"
{PS4} Kawaii Skill Test LXXX-6 (HID_Die),https://prod.cloud.rockstargames.com/ugc/gta5mission/8522/QOdq8LLYDkmxaqjhjdHoCg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/QOdq8LLYDkmxaqjhjdHoCg,https://socialclub.rockstargames.com/member/chris92-yt/jobs?title=gtav&platform=pc,Chris92-YT,* * Freecrawler Hard Trials 2 * *                 // Dificultad 4/10 //               //  Be careful with the fake checkpoints //                                                   ...,"#modded
#parkour
#carkour"
SLAS Freecrawler,https://prod.cloud.rockstargames.com/ugc/gta5mission/8843/aiZhUHpCGESnCsQKwzwXJQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/aiZhUHpCGESnCsQKwzwXJQ,https://socialclub.rockstargames.com/member/cjlacteha/jobs?title=gtav&platform=pc,CJlACTEHA,testing freecrawler,
{PS4} P323 Dam Freecrawler (Krossnich1),https://prod.cloud.rockstargames.com/ugc/gta5mission/0085/OAAy7tv9qEGlqf6Wr9AfLQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/OAAy7tv9qEGlqf6Wr9AfLQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Dam Freecrawler!!! #BluntsIsBad, copied from ps4!",
{PS4} (Mario) Parkour 2 (dlugi2627),https://prod.cloud.rockstargames.com/ugc/gta5mission/0170/m2gGHw31B0uxpxm0Q-0rjg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/m2gGHw31B0uxpxm0Q-0rjg,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Parkour Freecrawler #Chris92 #Casi-Tilly #Alk-Tom #Fun #EasyMap #Gta5, copied from ps4!",
{PS4} [ML8]  Freecrawler_kour J (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/2040/5oVtbNktv0Cbqqs8hU0zvQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/5oVtbNktv0Cbqqs8hU0zvQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,Carrera parkour con el todoterreno  Freecrawler...   Recomendado sin contacto.   [[ NO CONTACT RECOMMENDED ]]                                                                       ...,"#parkour
#carkour
#mapache_loco_8
#ml8
#
freecrawler"
{PS4} [SQTR] Freecrawler #6 (Squall-TR),https://prod.cloud.rockstargames.com/ugc/gta5mission/9577/rZkSl3jJyEO3KCKsGWWm8Q/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/rZkSl3jJyEO3KCKsGWWm8Q,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,Parkour com Freecrawler. Para relaxar. Fácil e divertida.             Parkour with Freecrawler. To relax. Easy and fun.              Tempo aprox: 09:00m              #Porkmodz #Fio...,"#race
#skill
#parkour
#carkour
#mika
#zeal
#lipao
#fiorito
#porkmodz
#chris92"
Freecrawler and xa-12,https://prod.cloud.rockstargames.com/ugc/gta5mission/1696/0jbkwfPomk2NQ4tOBrbEvw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/0jbkwfPomk2NQ4tOBrbEvw,https://socialclub.rockstargames.com/member/trshn228/jobs?title=gtav&platform=pc,Trshn228,lite freecrawler. easy skilltest. challenge 15-20 min,
[GTM152] Freecrawler Parkour #8,https://prod.cloud.rockstargames.com/ugc/gta5mission/5438/HBZAJeX6AEq5oW4qm0Dk-w/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/HBZAJeX6AEq5oW4qm0Dk-w,https://socialclub.rockstargames.com/member/sniffer821/jobs?title=gtav&platform=pc,Sniffer821,[No contact +10] --- Parkour #8 with the @Freecrawler --- Акробатический паркур с @Freecrawler --- Parkour time 9 to +15 minutes (Pro/Noob) --- Parkour MOD --- #Porkmodz #Chris92 #...,"#mod
#sky
#4x4
#fun
#dlc
#easy
#carkour
#danirep
#semaine"
{PS4} Freecrawler-kour (6969JM),https://prod.cloud.rockstargames.com/ugc/gta5mission/3785/ygaQRs6BwE2h1TArlIxSvQ/1_0.jpg,https://socialclub.rockstargames.com/job/gtav/ygaQRs6BwE2h1TArlIxSvQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Parkour creado para sith del jsisnai saludos, copied from ps4!d",
Funny&EasyParkour,https://prod.cloud.rockstargames.com/ugc/gta5mission/1323/nU64ZeFTX0-EI7bx2ddjwA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/nU64ZeFTX0-EI7bx2ddjwA,https://socialclub.rockstargames.com/member/essabyniu/jobs?title=gtav&platform=pc,EssaByniu,"10F, XA-21, Freecrawler parkour, easy mode 10min. Have fun and good luck mate.","#test
#stunt
#skill
#parkour
#easy
#skilltest"
{PS4} [ML8]  Freecrawler_kour P (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/1171/oJD2mmEvDUykSQzw5hhrpA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/oJD2mmEvDUykSQzw5hhrpA,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,Carrera parkour con el vehículo todoterreno Freecrawler...                                                    Recomendado sin contacto                           [[ NO CONTACT RECOM...,"#parkour
#carkour
#mapache_loco_8
#ml8
#
freecrawler"
{PS4} GG-PARKOUR 4x4 [TWERK] (GG-GAELIG),https://prod.cloud.rockstargames.com/ugc/gta5mission/1525/TFr8JPOHskSIZqc1kcwx4A/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/TFr8JPOHskSIZqc1kcwx4A,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Look at the position of the car on the picture ._. Freecrawler locked____No custom ______Level: medium/HARD________S-Club:  GG-GAELIG  or  KRO-MIGNON_____EnjoY, copied from ps4!",
{PS4} Fioritokour[Deluxo] (Tocuaro90),https://prod.cloud.rockstargames.com/ugc/gta5mission/3395/lS6IZMQkHUOitDfQTD34Sg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/lS6IZMQkHUOitDfQTD34Sg,https://socialclub.rockstargames.com/member/gazastreifen/jobs?title=gtav&platform=pc,Gazastreifen,Dedicación Para el Buen Amigo       FioritoGamer     [Saludo De Ulisses_GM Hasta Brasil] Espero les Agrade ;)     Fiorikour Nivel Medio     Deluxo     Rocket Voltic     Formula1   ...,"#modded
#deluxo
#carkour
#parkour.
#fiorito
#dayalitis
#sith-jc"
{PS4} [ML8]  Freecrawler_kour £ (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/8626/xQKEnUpTdkiuNEGktoWLDQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/xQKEnUpTdkiuNEGktoWLDQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,Carrera parkour con el vehículo todoterreno Freecrawler...  Recomendado sin contacto  [[ NO CONTACT RECOMMENDED ]]                                                                  ...,"#parkour
#carkour
#mapache_loco_8
#ml8
#
freecrawler"
{PS4} Parkour freecrawler (DubSpookyman),https://prod.cloud.rockstargames.com/ugc/gta5mission/2277/148ZKiHjZUK1K-I_XGttzw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/148ZKiHjZUK1K-I_XGttzw,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Batlle, copied from ps4!",
Crawler Parkour,https://prod.cloud.rockstargames.com/ugc/gta5mission/5512/1-G7XWxzrU6k8n_gPFhB1A/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/1-G7XWxzrU6k8n_gPFhB1A,https://socialclub.rockstargames.com/member/creeperlp100/jobs?title=gtav&platform=pc,CreeperLp100,"Ein Freecrawler Parkour mit vielen überwindungs Elementen, generell kann man sagen ist der Parkour nicht sehr schwierig, außer vielleicht mit Freunden ;). Viel Spaß! ;P","#parkour
#
#lusor
#
freecrawler
#crawlerparkour
#
freecrawler
parkour"
{XB1} !LW Freecrawler Parkour (LiamWire),https://prod.cloud.rockstargames.com/ugc/gta5mission/9763/pBqWKFrx0k2JVzsEaHrRFw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/pBqWKFrx0k2JVzsEaHrRFw,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Guess what vehicle you need to use.  Short - easy parkour race.  First race I've created in months!, copied from xb1!",
just do it 2,https://prod.cloud.rockstargames.com/ugc/gta5mission/6842/Xz1CSsf9aU-CyT0KVs9ozQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/Xz1CSsf9aU-CyT0KVs9ozQ,https://socialclub.rockstargames.com/member/notbad_0_/jobs?title=gtav&platform=pc,NOtbad_0_,transform small medium skill test,"#wallride
#transform
#skilltest
#vagner
#t20
#
freecrawler"
{PS4} -OFF ROAD PARKOUR-[GABRI] (GABRICOL_64),https://prod.cloud.rockstargames.com/ugc/gta5mission/1269/Xv959RVBf06mzcckBbuQbA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/Xv959RVBf06mzcckBbuQbA,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"BELLA PORKMODZ / off road parkour con:kamacho,freecrawler,trophy truck,riata e the liberator / parkour sulle palle da bowling!!! / 1 Mln iscritti / DAJE SUIIII          YouTube:gab...","#parkour
#gare
#porkmodz"
{PS4} { DUDES - TRIALKOUR 4X4 } (Chuskiino),https://prod.cloud.rockstargames.com/ugc/gta5mission/5199/AdUz8NbD6kGo5JaSnU2vTQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/AdUz8NbD6kGo5JaSnU2vTQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"TRIAL PARKOUR (LVL- MEDIUM) CON FREECRAWLER (NO CUSTOM). PARA LOS DUDES ESPECIAL ZAEK 2021 YT: Chuskiino, copied from ps4!",
{PS4} [ML8]- Freecrawler_kour ₩ (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/0058/uJ7kz1O4h0aWe3QvFOABxg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/uJ7kz1O4h0aWe3QvFOABxg,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Carrera parkour con el vehículo todoterreno Freecrawler. (REPARADA) Recomendado sin contacto [[ NO CONTACT RECOMMENDED ]] SC# Mapache_loco_8, copied from ps4!",
{PS4} [ML8]- Freecrawler_kour D (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/6819/YCvv3yq7n06myN4-veV6AA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/YCvv3yq7n06myN4-veV6AA,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Carrera parkour con el todoterreno Freecrawler... (REPARADA) Recomendado sin contacto [[ NO CONTACT RECOMMENDED ]] SC# Mapache_loco_8, copied from ps4!",
{PS4} [ML8]- Freecrawler_kour @ (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/1747/hNCM54sHpkOfLsLG_GqQyA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/hNCM54sHpkOfLsLG_GqQyA,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Carrera parkour con el todoterreno Freecrawler... (REPARADA) Recomendado sin contacto [[ NO CONTACT RECOMMENDED ]] SC# Mapache_loco_8, copied from ps4!",
{PS4} [ML8] - Aquacrawler_kour (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/1083/bpENUpwl2Uifg_SJ0xilbA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/bpENUpwl2Uifg_SJ0xilbA,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Carrera parkour con el todoterreno Freecrawler... (REPARADA) Recomendado sólo sin contacto [[ ONLY NO CONTACT RECOMMENDED ]] SC# Mapache_loco_8, copied from ps4!",
{PS4} [ML8] - Aquacrawler_kour² (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/0235/xcGem65RxEmXKA_D3LZ9QA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/xcGem65RxEmXKA_D3LZ9QA,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Carrera parkour con el todoterreno Freecrawler... (REPARADA) Recomendado sólo sin contacto [[ ONLY NO CONTACT RECOMMENDED ]] SC# Mapache_loco_8, copied from ps4!",
{PS4} [ML8] - Aquacrawler_kour³ (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/6784/iRW-1A9wEUiVMwhiFnB23A/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/iRW-1A9wEUiVMwhiFnB23A,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Carrera parkour con el todoterreno Freecrawler... (REPARADA) Recomendado sólo sin contacto [[ ONLY NO CONTACT RECOMMENDED ]] SC# Mapache_loco_8,copied from ps4!",
{PS4} {RD}Trials Islands 3 (RD-FABIO-CRIADOR),https://prod.cloud.rockstargames.com/ugc/gta5mission/5002/N3y0rXKg00OhQjXCjVIqQw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/N3y0rXKg00OhQjXCjVIqQw,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Freecrawler only Fala galera trazendo aqui mais uma e provavelmente a última versão desse Trials pelas ilhas, Parkour Level Easy espero que gostem #Lipao #Brasil #Berzinho #Jangal ...",
{PS4} Enjoy Your Flight (MindYaBizzWaxx),https://prod.cloud.rockstargames.com/ugc/gta5mission/1939/ouqFRP34XUituN6DEK4qgw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/ouqFRP34XUituN6DEK4qgw,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Hope you like this race with lots of fun,Share with your friends XD, copied from ps4!","#parkour
#wallride
#puzzel
#t20
#
freecrawler"
{PS4} Lipao Mega Rampe 26{Roma} (Romanaccio_kille),https://prod.cloud.rockstargames.com/ugc/gta5mission/7401/o1iLB8HqFk6CCbYp3qRO8g/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/o1iLB8HqFk6CCbYp3qRO8g,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Skill test Freecrawler insane mega rampe X5 de matematica, Lipao Profissa ;) Level easy italian Quality YouTube Channel Romanaccio_Kille enjoy, copied from ps4!",
{XB1} [JP2] CarkourFreecrawler (Juanpis4k),https://prod.cloud.rockstargames.com/ugc/gta5mission/3417/d-CMkSnZUkGrNkyREkXyXw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/d-CMkSnZUkGrNkyREkXyXw,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Carkour con la Freecrawler. Not for Noobs. Versión 2.0 Actualizada el 19/01/2023. Diviértete... Followme: IG/TikTok @juanpis4k, copied from xb1!",
{PS4} Parkour en freecrawler (leboucherdu1701),https://prod.cloud.rockstargames.com/ugc/gta5mission/0068/rRj5B2OcEUaH7Btw_o8Cow/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/rRj5B2OcEUaH7Btw_o8Cow,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Bienvenue dans Mon nouveau Parkour en freecrawler mon twitch kevin101991, copied from ps4!",
{PS4} [ML8]- Freecrawler_kour B (Mapache_loco_8cl),https://prod.cloud.rockstargames.com/ugc/gta5mission/3752/rpHloxC-UUKIox_qp8rbTQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/rpHloxC-UUKIox_qp8rbTQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Carrera parkour con el todoterreno Freecrawler... Recomendado sólo sin contacto [[ ONLY NO CONTACT RECOMMENDED ]] SC# Mapache_loco_8, copied from ps4!",
[BoniTeam] Натур-Паркур,https://prod.cloud.rockstargames.com/ugc/gta5mission/5685/Ml-Kp3TaGEuJouw3p2BYpQ/2_1.jpg,https://socialclub.rockstargames.com/job/gtav/Ml-Kp3TaGEuJouw3p2BYpQ,https://socialclub.rockstargames.com/member/bonifaciy_spb/jobs?title=gtav&platform=pc,Bonifaciy_spb,"Сложный, длинный и интересный паркур с множеством разных элементов на Freecrawler и Sandking SWB. Хотите ощутить то, как задумал автор - играйте на стоке. Делал для друзей: Bad_Vet...","#hard
#asian
#parkour
#паркур
#сложный
#boniteam"
{PS4} 4x4 enduro max extrem (masopelu),https://prod.cloud.rockstargames.com/ugc/gta5mission/2405/VZmN0AIdu0S8k3vC3mQNZw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/VZmN0AIdu0S8k3vC3mQNZw,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Para 30 lokos del offroad. Ruta muy difícil  por los rincones más bonitos y escarpados de las montañas de raton canyon. 15min. Solo para bici, motos: bf 400 o sanchez, y 4x4: draug...","#offroad
#4x4
#
#tdrb
#masopelu"
FREECRAWLER PARKOUR (PKGB,https://prod.cloud.rockstargames.com/ugc/gta5mission/5306/CBDwL-6ImUiG97DVIiqy4Q/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/CBDwL-6ImUiG97DVIiqy4Q,https://socialclub.rockstargames.com/member/starspiderman/jobs?title=gtav&platform=pc,Starspiderman,freecrawler parkour (PKGB)   ESEY - NOOB POSSIBLE TIME 12 MIN PRO NOOB 16,
{PS4} -_ABC_-*Freecrawler_Kp* (Sonbrano),https://prod.cloud.rockstargames.com/ugc/gta5mission/4131/7fwrKsUMLkON8kps5kD2aw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/7fwrKsUMLkON8kps5kD2aw,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Parkour con el Freecrawler^Sin contacto^level:Ez^Es corto:4-8minutos^/#DANIREP #PORKMODZ #KOSI #FRANMODZ51 #Matuchiii, copied from ps4!",
{PS4} [RICKY] X-treme Freecrawl (Ricky8_8),https://prod.cloud.rockstargames.com/ugc/gta5mission/3609/IAWdh5M7oU-rRxb4wACQ8g/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/IAWdh5M7oU-rRxb4wACQ8g,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,Some significant and extreme offroad racing and some tarmac on this race. Some sections to test the suspension too. Locked to the Freecrawler. Definitely a challenging race. Slow a...,
{PS4} {DT} FREE KOUR (Destracteur-YT),https://prod.cloud.rockstargames.com/ugc/gta5mission/0007/hPLWSrLJM0GHiZ5NAbQpuQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/hPLWSrLJM0GHiZ5NAbQpuQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,WELCOME TO MY NEW PARKOUR FREECRAWLER ¥ PRO = Médium NOOB = Porkmodz :) ¥ FRENCH CREATOR ¥ L1 BOOTMARKED ¥ SC: Destracteur-YT ¥ YOUTUBE Dèstra ¥ #PORK #Soldado #HARD #Lipao #Romana...,
{PS4} [O-Z] CANIS FREECRAWLER (O-Z_31100),https://prod.cloud.rockstargames.com/ugc/gta5mission/0635/lsj7Z2FlLU-6uaJ1yY3d9A/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/lsj7Z2FlLU-6uaJ1yY3d9A,https://socialclub.rockstargames.com/member/gazastreifen/jobs?title=gtav&platform=pc,Gazastreifen,"Parcours en Canis Freecrawler [Non Custom] Bon Game A Tous 29.01.2021 (MAJ:15.12.2022)  made by O-Z_31100, copied from ps4!",
FREECRAWLER 4X4 COAST,https://prod.cloud.rockstargames.com/ugc/gta5mission/1397/zF6htBL1xkeuY0Nh24OHeA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/zF6htBL1xkeuY0Nh24OHeA,https://socialclub.rockstargames.com/member/yizu_yt/jobs?title=gtav&platform=pc,YIZU_YT,rockcrawling extreme 4x4 in the north-east coast credits to geenopa,
